,title,author,date,tag,collection,transmit,comments,songs,play
744,婚礼英文BGM | 一日两人三餐四季,Emo重症患者,2021-11-02,欧美-流行-浪漫,580,14,11,47,40495
745,古风｜熬夜看小说必备歌单⑧,古风-少女,2021-10-25,华语-古风,275,6,评论,756,41797
746,把自己的快乐寄托在自己身上 | 自娱自乐:) ,Justin爱吃水煮鱼,2021-11-15,华语-夜晚-放松,2786,31,25,39,427306
747,1218李荣浩,火锅爱嗷嗷嗷,2021-11-28,华语-流行,77,4,评论,37,1401
748,【街头女战士】让我DNA动了的那些BGM～,tranquility宁兮,2021-11-27,欧美-韩语,37,分享,评论,92,3686
749,油管日语歌排行 男歌手篇(21/11),井上绘梨花,2021-11-19,日语-流行-ACG,101,2,评论,101,1220
750,慢品人间烟火色，闲观万事岁月长.,所以-呼救,2021-11-04,华语-治愈-轻音乐,1248,127,3,43,38487
751,完美起床铃，消灭起床气,彩礼只要三颗糖,2021-11-27,治愈,1250,2,评论,388,38521
752,很遗憾吧 快要把你忘了,刘正武武武,2021-11-22,华语-流行-伤感,5680,237,18,102,427676
753,失恋日记 | 我想把世界上最好的都给你,红果果_nlIh,2021-12-07,华语-流行-伤感,2175,729,评论,221,36118
754,那些影响过你的滚石经典,云音乐歌单之友,2021-12-01,华语-流行-怀旧,6844,123,219,102,468630
755,你不是失眠，而是在想TA,带着眼泪去旅行,2021-11-18,流行-夜晚-伤感,711,1,评论,585,35085
756,「来份轻松旋律」可以邀请你用快乐造个句吗,亲爱的虾皮女士,2021-11-23,华语-夜晚-放松,2882,40,54,45,377196
757,把喜欢写进歌里唱给你听吖,小陈不爱学习呀,2021-12-13,流行-浪漫-治愈,2799,5,1,1006,85103
758,网络热播的那些神仙声音（持续更新）,欲望始终难抵你,2021-12-09,华语-流行-夜晚,3735,118,1,117,361555
759,治愈剂 | 可爱的你不应该有难过,欧阳鹏oyp,2021-11-07,华语-流行-治愈,5547,9,1,56,360661
760,比悲伤更悲伤的歌单,小懒很懒啊,2021-10-18,流行-治愈-伤感,3489,38,11,78,421019
761,Live现场 | 超级好听的华语良曲,世间温柔皆可期,2021-09-20,华语-流行-经典,4335,34,20,156,391686
762,抄作业抄得飞快的歌单,小李只想睡觉,2021-11-18,电子-夜晚-学习,265,4,评论,1156,33640
763,古风｜看小说时听的歌单④,ARP-ONE,2021-08-22,古风-学习-孤独,3246,42,15,398,390279
764,【2021 Indie Rock】年终精选,伦敦酒吐座,2021-09-27,摇滚-另类/独立,508,3,9,627,42565
765,韩剧「那年，我们的夏天」OST（请看简介）,celebragi,2021-12-10,韩语-流行-浪漫,2902,28,33,27,144902
766,一个白羊座的听歌列表,桃花灼情乐,2021-11-09,华语-流行-伤感,5993,10,9,141,332747
767,纯音丨用音乐和书香开启元气之晨,总要有些随风飘扬,2021-12-08,轻音乐-学习-午休,1216,75,评论,57,31817
768,我们恋爱吧第三季 第10期 BGM 背景音乐,伍六七十三哟,2021-12-05,轻音乐-旅行-浪漫,19,2,评论,96,1426
769,SUPER CROOKS,Mint3ding,2021-11-29,电子,40,分享,4,12,1107
770,一个摩羯座的听歌列表,三千大世界7,2021-09-24,伤感-流行-华语,7765,153,21,329,311252
771,冬日恋歌|雪是大浪漫，你是小人间,早起呆毛会炸,2021-11-28,华语-浪漫-伤感,1450,23,19,46,305057
772,『纯音/轻音』星屑,虚逐往,2021-12-07,轻音乐-放松-ACG,1509,分享,评论,50,29297
773,温柔是黑暗世界里永恒的光,用户ronghang19820415-,2021-11-10,华语-夜晚-怀旧,4119,15,1,86,298064
774,冰握久了，泼杯凉水都觉得温暖.,在深夜说句晚安,2021-10-29,华语-流行-伤感,1139,123,评论,95,29646
775,『纯音』BGM for studying,Kenny在学习,2021-11-20,轻音乐-学习-安静,63,4,18,154,1061
776,单曲循环的爱 我只想给你,心事以海之名,2021-11-01,华语-流行-浪漫,479,1,评论,23,29533
777,Emo｜把情绪调成静音模式,赤兔死带喔,2021-10-11,华语-夜晚-治愈,3353,150,10,52,279340
778,网易云心动热门流行歌曲推荐(更新快),哥哥要喝排骨汤吗,2021-08-31,流行-榜单-华语,11501,618,26,191,1431520
779,纯音乐 安静 睡眠,雾中的河,2021-11-15,轻音乐-安静,13172,3,1,132,56471
780,生活喜欢有勇气的人|你的周末充值❥已到账,听音乐吃火锅看烟花,2021-11-26,华语-放松-快乐,1932,29,81,47,237817
781,一个射手座的听歌列表,然然K2Y,2021-11-12,华语-流行-夜晚,2656,分享,评论,85,233451
782,熬夜｜一根笔，一个夜晚，一个奇迹,内卷少女,2021-11-03,轻音乐-夜晚-学习,179,1,2,2867,23879
783,✩今日宜冲热水澡℃蒸发掉所有烦心事☾,Ari非官方指定美黑师,2021-11-29,华语-放松-浪漫,913,15,15,46,224858
784,2021年11月必听新歌【老阿西月推】,老阿西,2021-12-08,欧美-流行-摇滚,23,分享,评论,19,1351
785,一个射手座的听歌列表,在你的心里走了,2021-09-24,华语-流行-伤感,1341,18,7,316,212968
786,rapper唱情歌｜我在你耳边说爱你你听到了吗,naomizww,2021-11-04,说唱-浪漫-华语,1714,20,12,51,214337
787,那些超燃超带感的英文歌【精选合集no.4】,倾难V,2021-08-27,欧美-电子-游戏,3344,20,10,30,221576
788,忘了ta吧，到此为止是最好的收场,浮世千千万万,2021-12-06,华语-夜晚-伤感,2165,2,评论,151,213753
789,那些好听又找不到的英文歌,少女的喜欢_,2021-09-21,欧美-流行-浪漫,21904,8,22,130,248529
790,钢琴独奏 | 似乎听见繁星正在坠落 （二）,峯哥牛逼,2021-11-13,New Age-学习-钢琴,207,2,3,218,21095
791,一个天蝎座的听歌列表,路过的风有没,2021-11-29,华语-流行-夜晚,2565,3,2,220,194282
792,适合学习的纯音乐,星星不会发光的地方,2021-12-02,轻音乐-夜晚-学习,2058,3,3,1886,189418
793,要有勇气成为他人的过去,用户quanzai19830612-,2021-11-11,华语-怀旧-夜晚,6043,30,4,133,184794
794,伤感｜一起度过低沉岁月,哔哔哔朴3611,2021-10-18,华语-伤感-浪漫,2322,131,27,85,175067
795,一个巨蟹座的听歌列表,koji55,2021-11-10,华语-流行-夜晚,1773,10,7,96,170291
796,反手摸电门的精选BGM歌单,反手摸电门,2021-12-04,欧美-流行-快乐,81,1,5,70,1162
797,羡慕从不盲目，知足也知火候,vft01d,2021-11-11,华语-流行-夜晚,2587,9,2,103,172732
798,相遇不一定有结果，但一定有意义,一片孤叶行舟,2021-11-23,华语-流行-治愈,2732,7,3,239,173702
799,《至暗时刻》｜洛轩,Lizh_hy,2021-12-05,游戏,62,3,评论,15,1859
800,摇滚｜小众 摇滚新声代 小众宝藏乐队,港岛姐姐的妹夫,2021-12-06,摇滚-另类/独立-后摇,100,分享,1,47,17600
801,说到做到 真的既踏实又浪漫,x9w658,2021-11-12,华语-夜晚-怀旧,2643,8,1,135,159283
802,日出东方落于西，朝思暮想念于你,gReceYME,2021-11-28,华语-流行-治愈,628,4,评论,118,147485
803,“到点了 该想他了”,不再犹豫_czEt,2021-11-27,华语-流行-说唱,3217,1,2,134,153659
804,【心碎男女】 -荒诞摇滚梦 安慰疲惫灵魂,-甜饼怪BABE-,2021-11-01,摇滚-流行-欧美,14869,22,5,157,159653
805,优质歌曲｜不听口水歌,不吃西瓜的派大星,2021-12-05,华语-流行-下午茶,13,分享,评论,56,15740
806,武汉十九中广播站点歌备选-A1,White-sage,2021-11-19,华语-学习-校园,92,1,343,36,586
807,【乌兹别克语】邂逅西域 唯美中亚风情,阿拉丁FM,2021-11-11,小语种-流行-世界音乐,702,2,评论,122,21124
808,你怎么不早点说我们没有以后.,awslawsl-,2021-09-12,华语-流行-伤感,1816,106,5,106,150925
809,舒缓轻音｜减压放空，坠入舒适圈,更汗的887,2021-12-12,轻音乐-地铁-治愈,2997,45,评论,200,129551
810,时间好像只能越来越在回忆里纠缠,想昵称想得头大,2021-11-10,夜晚-伤感-孤独,1471,6,评论,572,125637
811,周杰伦(Jay Chou)│無 與 倫 比 為 杰 沉 淪,Evelauren,2021-12-12,华语-流行-怀旧,2058,61,19,93,123201
812,抗干扰轻音：隔绝杂忧，研心习题,林楠萌,2021-12-12,轻音乐-学习-地铁,3550,45,评论,40,117737
813,让我带你认识一下VOCALOID,xbcrystalheart,2021-12-04,ACG-清新-快乐,3512,114,评论,66,112495
814,你会爱上这个歌单③,赶海少女,2021-11-11,流行-治愈,1091,2,评论,1395,107594
815,日系/开口跪 简直让人一秒沦陷❤️,i有情人,2021-10-10,日语-影视原声-ACG,718,115,17,53,12842
816,空靈女声，如靈仙境,97Christopher,2021-11-16,欧美-电子-酒吧,2082,分享,评论,79,12733
817,日系燃曲/ACG 开口即炸裂！,Roy的幻想乡,2021-12-10,ACG-日语,203,分享,评论,22,12388
818,民谣｜归来前半生 仍是少年,Jelly-wtCi,2021-11-05,思念-华语-民谣,3926,26,评论,52,12140
819,纯音乐的魅力就是能听到自己,从此勿喜,2021-09-03,轻音乐-夜晚-伤感,1782,269,6,35,104078
820,伤感民谣｜是世间难得，还是我不值得,陈渝Ya,2021-10-14,流行-民谣-吉他,756,8,2,55,103331
821,逢考必过|夜晚孤军奋战，漫天星光为你闪烁,夏天种花秋天晒太阳,2021-11-25,华语-流行-校园,5456,89,295,25,162790
822,「心动Rap」看朝朝星野跌入浪漫瞬间,_狗十三-,2021-10-15,说唱-浪漫-放松,1009,27,6,43,95061
823,超好听的热门歌曲,我鲁班不坑,2021-12-08,流行-00后-华语,13,分享,评论,65,830
824,『车载必备』跟着节奏飞速行驶,VicToR丶I,2021-11-26,感动-酒吧-Bossa Nova,262,1,评论,65,485
825,【治愈轻音】心存感激所遇既温柔,天赋异禀噢,2021-12-12,轻音乐-学习-工作,745,41,评论,200,88988
826,写作业时能听歌吗？当然可以！,云村村民163551316701932,2021-12-07,轻音乐-学习-午休,1112,703,2,56,88307
827,FREE LARRY HOOVER CONCERT,84XNDERDOGG,2021-12-11,欧美-说唱,25,2,1,41,494
828,I wanna let you know,星星也会困啊,2021-11-27,浪漫-治愈-华语,70,8,1,91,418
829,燃向纯音乐|滚烫的日子,想把自己注销,2021-11-23,流行-学习-治愈,509,分享,评论,46,10078
830,只要看到你的笑，世界就没有那么糟,你说你不要了,2021-11-23,华语-流行-夜晚,710,5,1,69,77917
831,孤独是关上灯，与发光的灵魂为伴,来图_NvBX,2021-12-05,华语-流行-夜晚,2836,7,4,123,150236
832,欧美节奏 ‧ 雀跃旋律 ‧ 上头醒脑模式ing,酷洛米大人的飞行笔记,2021-11-15,欧美-夜晚-兴奋,480,8,1,43,72083
833,舞千年不完全BGM · 呼和浩特,summy9,2021-12-05,综艺,13,分享,评论,24,712
834,今年冬天会有心软的神吗,有人弄乱了玫瑰-,2021-11-28,华语-流行,135,分享,2,26,8696
835,你温柔的样子，像阳光一样暖,柠檬味的TEA_,2021-11-24,华语-流行-治愈,611,2,2,99,65413
836,夏天甜甜的恋爱,應該愛愛我的人,2021-12-14,说唱-浪漫-清新,11007,2290,75,54,566284
837,都是我的错，是我自作自受.,Bamboo竹子社团,2021-09-22,华语-流行-伤感,1527,102,1,108,102247
838,纯音lofi｜文艺复古＆微醺氛围剂,来日相聚就是缘,2021-12-12,轻音乐-学习-放松,639,50,评论,79,59441
839,国语经典 | 岁月是神偷偷走最宝贵的记忆,贝克克_,2021-12-12,华语-怀旧-思念,430,3,评论,191,94364
840,《宿命回响·命运节拍》原生曲目收集,飞向彩虹海的自由者,2021-12-04,清新-放松-影视原声,83,1,8,103,1472
841,Ye & drake 合体演唱会歌单,Youga19,2021-12-11,欧美-说唱-驾车,11,分享,2,36,330
842,2021说唱专区编辑评选欧美说唱百大优秀专辑,云音乐说唱专区,2021-12-13,欧美-说唱-榜单,32,分享,1,100,2905
843,2021滚石年度最佳50张专辑,恣肆丹青,2021-12-04,欧美-榜单,354,8,3,50,54107
844,【于是贞的】于贞X沙一汀 推荐歌曲,小熊千纸鹤儿,2021-12-10,散步-放松-说唱,14,分享,2,16,578
845,温一杯理想的酒，慰藉逝去的爱情,不二大叔呀,2021-10-17,华语-民谣-安静,166,3,评论,68,56581
846,轻音咖啡厅：落日余晖的复古格调,见青山t,2021-12-15,轻音乐-下午茶-工作,1141,52,评论,181,50457
847,“孤单是由你爱上一个人的那一刻开始的”,过往早已变得平淡_,2021-12-12,伤感,1095,2,4,803,74720
848,世界上最好听的钢琴曲,是Jsh啊,2021-12-06,轻音乐-午休,3239,1,评论,22,9457
849,夜长梦少 | 踩着心跳走向孤独深夜,来我厨房,2021-12-04,华语-流行-夜晚,137,4,6,39,45900
850,全网好听的歌曲呀,啊你在说什么呀,2021-11-22,流行-放松-快乐,231,1,评论,3317,44858
851,重回韩流 | 回到我们再次重逢的世界,云音乐经典专区,2021-11-15,韩语-流行,275,3,6,70,46946
852,beyond|海阔天空,Tjjy_7,2021-11-21,粤语-流行-影视原声,2571,分享,评论,50,8444
853,一个巨蟹座的听歌列表,少女的喜欢_,2021-10-16,华语-流行-翻唱,13663,21,23,143,188960
854,天冷了，听个歌单暖一下吧,小陈同学的美滋滋生活吖,2021-11-18,治愈,598,1,评论,671,45257
855,伤感歌单｜不是一定非你不可,GYiFi,2021-11-03,华语-流行-伤感,10058,8,2,34,184697
856,生活需要加点糖,被雪飘过De夏天,2021-11-18,治愈,1159,2,1,685,42124
857,抗干扰轻音：隔绝杂忧，研心习题,人生苦短555999,2021-12-11,轻音乐-学习-工作,2053,41,评论,201,51251
858,摇滚告白 // 深入骨髓的柔情与呐喊,银河味苏打,2021-12-06,华语-摇滚-浪漫,324,6,1,20,62339
859,随唱谁跳泉州站第一次KPOP随机舞蹈,Yesoryeah,2021-12-09,韩语-流行-运动,48,1,评论,25,389
860,学习小时光丨宅家也要自律的阅读,但求死而无憾,2021-12-08,轻音乐-学习-工作,1717,68,1,96,44359
861,鹿晗版权回归云村|共同探寻力量的勋章,网易云音乐,2021-11-29,华语-流行,21018,1031,3556,52,633161
862,韩综 | 恋爱捕手3 BGM,咕噜咕噜v-,2021-11-10,流行-综艺,150,分享,3,281,7945
863,民谣 | 山有木兮木有枝 心有尔兮亦相思,Emo重症患者,2021-10-27,华语-民谣-安静,277,2,评论,82,60743
864,沉浸式“学习”｜适合看小说时听的歌单⑨,古风-少女,2021-10-25,华语-古风,257,2,1,1536,37206
865,【RAP】| 精选慵懒沉醉Top300旋律说唱,-甜饼怪BABE-,2021-12-01,华语-流行-说唱,14710,48,13,398,255631
866,轻音咖啡厅：落日余晖的复古格调,俞嘉胜,2021-12-08,轻音乐-学习-工作,1779,219,评论,56,37626
867,把喜欢写进歌里，唱给你听,小陈不爱学习呀,2021-12-13,流行-浪漫-治愈,2712,2,评论,1003,68651
868,完美起床铃，消灭起床气,彩礼只要三颗糖,2021-11-27,治愈,1160,1,评论,389,34602
869,你不是失眠，而是在想TA,带着眼泪去旅行,2021-11-18,流行-夜晚-伤感,728,1,评论,688,34493
870,2021年旋律动听的hardstyle合集,rblerix,2021-12-10,电子-舞曲-欧美,32,6,1,250,187
871,Lofi：质感纯音，来杯午后咖啡,圆圆于萱,2021-12-09,轻音乐-学习-散步,849,61,评论,96,33124
872,全网最火歌曲合集2021最新版,Yasahime,2021-12-05,华语-流行-治愈,564,分享,1,695,34711
873,大部分的懂事，意味着自我牺牲.,所以-呼救,2021-11-04,华语-伤感-流行,1669,141,4,102,32855
874,久违了，是第二次心动啊！,原创君,2021-11-23,华语-流行-民谣,524,6,14,26,32762
875,「安眠轻音」奏响睡意来袭的乐章,总要有些随风飘扬,2021-12-08,轻音乐-学习-旅行,1191,85,评论,56,30478
876,银行家｜影视原声带,趣鸭,2021-11-23,欧美-影视原声,107,6,11,23,4895
877,抄作业抄得飞快的歌单,小李只想睡觉,2021-11-18,电子-夜晚-学习,155,1,评论,1143,29738
878,『纯音/轻音』光风霁月,虚逐往,2021-12-07,轻音乐-安静-ACG,1569,1,1,77,29881
879,冬日摇滚 | 和雪花一起跳舞的日子,云音乐摇滚专区,2021-12-15,摇滚,12,2,1,60,880
880,ASoul一周年 华语歌曲16连,李子丶l,2021-12-12,华语,19,分享,4,16,238
881,我的爱很笨拙 但我的爱很真诚.,你拿咩感同身受,2021-09-07,浪漫-治愈-翻唱,203,1,1,103,145
882,游戏Drum & Bass | Hospital Records推荐,HospitalRecords,2021-12-02,电子-游戏,27,3,4,56,259
883,2021全美音乐奖AMA获奖名单及表演曲目,欧美音乐杂货铺,2021-11-20,欧美-榜单,93,8,4,25,7772
884,一个只有巨蟹座才能听懂的听歌列表,找不到我了吧笨蛋m,2021-11-18,华语-流行-伤感,464,2,评论,121,25723
885,王宇宙Leto 翻歌合集,黑小孩C_,2021-11-23,华语-快乐-翻唱,57,2,评论,42,4433
886,AM.EM.FM.｜纯音乐,xxx7ann,2021-11-17,轻音乐-电子-钢琴,263,17,评论,29,3577
887,全球潮流最前线丨电子迷情，氤氲合成,伦敦酒吐座,2021-12-03,欧美-电子-夜晚,330,1,6,127,32713
888,respect！,_Shawn阿栀,2021-12-11,华语-治愈-经典,162,1,评论,11,3472
889,倘若心里一直是你呢,小樊很丧,2021-12-01,伤感-网络歌曲-华语,190,134,1,60,3522
890,聂可以翻唱合集,姑娘小心着凉,2021-12-10,华语-流行,26,分享,评论,70,2090
891,Drake Type Beat | 说唱伴奏,Wavy_Zy,2021-12-08,说唱-驾车-夜晚,48,分享,1,14,611
892,pt.10 适合去海边听的英文歌单,LSEA0912,2021-11-14,欧美-旅行-治愈,385,1,1,15,3589
893,Adele | 率真可爱的流行音乐天后,云音乐VIP,2021-11-05,流行-英伦,273,2,38,36,18243
894,国家公祭日丨铭记历史，缅怀先烈,景随风,2021-12-12,华语-流行,7,2,评论,72,148
895,EDM | 流行大道和电子隧道交界处的走神飞艇,Silent_Appreciator,2021-11-27,电子-学习-兴奋,1511,1,评论,505,2812
896,2021福州草莓音乐节/12.25/草莓舞台,Joken_w,2021-12-14,华语-摇滚,40,4,3,35,1447
897,国内摇滚乐队100首,少女的喜欢_,2021-10-17,华语-流行-摇滚,15170,16,10,99,182644
898,EA7、【超重低音硬曲】,Ershati,2021-12-06,工作-午休-下午茶,136,分享,评论,53,3152
899,这该死的压迫感,HYX-BOX,2021-07-29,欧美,12079,57,47,108,626630
900,愿他年相见｜花开依旧如昔,GYiFi,2021-10-27,华语-伤感-流行,11976,532,2,36,173185
901,周杰伦(Jay Chou)│無 與 倫 比 為 杰 沉 淪,Evelauren,2021-12-12,华语-流行-怀旧,2059,61,19,93,123222
902,马克西姆巡演·曲目单（2021.12苏州场）,RamonAndCr,2021-12-12,钢琴-经典-世界音乐,25,分享,7,20,767
903,русский俄语,2o9i,2021-12-01,民族-世界音乐-拉丁,130,分享,评论,57,2128
904,空灵电音|在理想国与太空中遨游,治愈说,2021-12-08,电子-放松-学习,201,分享,评论,26,2153
905,那些只听前奏就中毒的英文歌,今天有说早上好,2021-11-25,欧美-运动-放松,1211,分享,评论,28,2065
906,：夢回東京：Vaporwave 蒸汽波浪潮精选,-甜饼怪BABE-,2021-11-01,另类/独立-轻音乐-R&B/Soul,14844,18,9,184,133373
907,【GTA5新电台】MotoMami Los Santos,FrankEarl,2021-12-14,拉丁-雷鬼-流行,31,分享,9,28,443
